[11/2/25, 11:08:50 PM] Dec’25.Basics.LMKHealth: ‎Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them.
[11/2/25, 11:08:50 PM] ~ PBW Foods: ‎~ PBW Foods created this group
Dan Buettner identified five communities worldwide with the longest living people: Okinawa (Japan), Sardinia (Italy), Icaria (Greece), Nicoya (Costa Rica) and Loma Linda (California, USA). These places showcased individuals living to 100-105 years without the prevalence of lifestyle diseases associated with old age.
Lessons learnt from these zones include a simple lifestyle, absence of modern processed foods, and daily activities involving over 10,000 steps. 

OUR ANCESTORS LIFE

Our ancestors in India really did not live long lives. I remember in the 1950’s, if someone lived beyond 75-80 years, his death was celebrated as a life well lived. Today, at the age of 74, I shudder at that thought. 

How Many Diseases?
Estimates suggest around 10,000 diseases afflict humans, and the field of medical sciences continues to specialize with over 135 medical specialties. The lack of centralized monitoring for medications prescribed by specialists adds complexity to addressing negative side effects and adverse drug reactions.

MYTH: DIFFERENT DIETS FOR DIFFERENT DISEASES
Most people have a belief that there must be a different diet plan recommendation for different illnesses. The most common question asked in my health groups is “I suffer from X, Y and Z. What should I eat?”  Food should be healthy to prevent all diseases, if not, it would create an unresolvable dilemma as to what diseases should I treat and which ones suffer. This is likely one or the biggest myth of all and is continuously propagated by many dietitians, doctors, naturopaths and health spas. Just imagine you are suffering from diseases X, Y and Z and you are prescribed the following diet:

-For disease X: eat A, D, G, K & N and avoid  B, E, H, J & P
-For disease Y: eat B, F, L, P & R and avoid  C, G, M, S & Q
-For disease Z: eat C, F, H, Q & S and avoid  A, G, K, P & T

How would you figure out what to eat and what to avoid? The premise that there is a special diet for every disease is fundamentally flawed. When you eat a Plant Based Whole Food diet, with a diverse variety of foods in each food group, your body receives all the nutrients it needs and it heals. And when body heals everything heals. 

Self Selection
When we look around in wilderness we find that animals living there eat whatever they want whenever they want and as much as they want. Why are humans are incapable of doing that? Why do we have to consult a dietitian to find out what to eat, what not to eat, how much to eat and when to eat it? During the 1930s many studies were done on this subject of self selection and it was found that, over an extended period of time, animals were able to self select their food choices in a way that their bodies remained healthy without creating any deficiency or excesses. One such study done in Canada in the 1930s on young children found that over a period of 6 months when children were left to themselves to select their food, from a buffet of varied choices, they did fine and there were no deficiencies or excesses. It was concluded that among young children the process of self selection works fine. 

So the question arises as to why we lose this innate ability to self select our own food. The answer lies in the fact that we human are social animals and as we grow up our decisions are based on more than physiology. We start consuming foods not necessarily because we find them tasty and rewarding but also because they fulfill our psychological needs: to show off, feel grown up or to belong to a certain clique. Many addictions like tea, coffee, alcohol and tobacco start that way. Nobody likes these at first and many find their taste and feel unpleasant. 

Designer Foods 
Some foods are designed in ways to create a dopamine response that we find rewarding like refined fat and sugar. Even these foods, if not tinkered with by specialists, are likely to satiate us quickly and not lead to much overconsumption. However, when foods are designed by expert psychologists who know how to circumvent our body’s satiation mechanism we fall prey to them, wanting to eat more and more. The best example to make this point is potato chips. When you make them at home you can’t eat more than a dozen or so without feeling satiated. When you eat Pringles chips you can keep eating one after another until the box is empty. In fact, the company took pride in that and their advertising tag line was “Once you pop, you can't stop.” It is important to take conscious approach to our dietary choices.

Diet Alone is Not the Solution
Similarly looking for all solutions in diet alone is also a flawed approach and needs correction. Recent research and Nobel prizes awarded in 2016, 2017 and 2018 have shown that when to eat (as in Circadian Rhythm) and when not to eat (as in fasting) are often equally important. In addition, the new science of microbes colonizing our colon called Epigenetics is creating a paradigm shift in our understanding of nutrition and diseases. Its impact is still not well understood but we are getting many clues. 

Many people do not follow lifestyle recommendations like intermittent fasting or Ekadashi fasting or Navratri fasting which are essential for detoxifying the body. Also many people eat late dinners (after it is dark outside) and go to bed shortly thereafter. These lifestyle choices impact our health in ways we are only beginning to understand. 

In the coming weeks we will delve into lifestyle choices, like fasting, and their impact on health. Stay tuned.
—————————————
             END OF POST
—————————————
[12/1/25, 7:38:02 PM] ~ Meenakshi Nigam: Myth: HUMANS ARE VERY SIMILAR

It's been commonly assumed in medical research that all humans are similar, and therefore, findings from a small group can be generalized across the population, aside from racial and socioeconomic variations. Humans are indeed genetically similar, which underpins the belief that clinical studies on one group are applicable to others if they share racial and socioeconomic backgrounds. Some of the recent studies have shattered this myth beyond doubt beginning with Human Genome Project.  

Human Genome Project (1990-2003)
This project involved six of the world's wealthiest countries, including the U.S., Japan, China, Germany, France, and the UK. The U.S. alone invested 3 billion dollars in the project, which aimed to map an individual's genome and predict their medical future, similar to a medical horoscope. However, the results revealed a surprising complexity, with human genes outnumbering expectations by a hundredfold. The mystery unraveled when it was discovered that the human body contains about 38 trillion foreign cells, mainly microbes in the colon, outnumbering its own 37 trillion human cells. These microbes, including bacteria, viruses, fungi, and other organisms, constitute our microbiota, with their genetic material forming our microbiome, significantly influenced by our diet and lifestyle.

Human Microbiome Project (2007 - Present)
To study the effects of bacteria on our health another project was undertaken in 2007 called the Human Microbiome Project. This resulted in a major shift in how we perceive and address health problems. For example we learned that:
1. Identical twins can be as much as 70% apart due to changes in their diet and lifestyle. 
2. The same cause can manifest as different symptoms among different people.
3. The same symptoms can stem from different causes in different people.
4. Diagnosing problems based on symptoms is an imperfect science, often with hits and misses.

This new science is creating a whole new field of fecal transplantation. For example studies have shown that a fecal transplantation from a slim mouse into the colon of a fat mouse can make it lose weight easily within months. This is an active frontier in medical science today. 


Epigenetics was featured on the cover of TIME magazine in January 2010. A helpful way to grasp the distinction between genetics and epigenetics is to think of it in terms of a mobile phone's hardware and its application software. Essentially, the hardware in all mobile phones is quite similar regardless of the manufacturer. Yet, the phone's functionality and appearance can vary significantly depending on the software it runs. In a similar vein, while our genetic makeup (like the phone's hardware) is fundamentally the same, epigenetics (akin to the software) determines how these genes are expressed, leading to notable differences from one individual to another.

American Gut Project (2013-2018)
Another project, the American Gut Project, started in 2013, analyzed gut microbiome data from people from 45 countries. The findings released in 2018 unveiled many surprises. The study divided people into two groups—one consuming 10 or less plant-based foods and the other consuming over 30 different plant food varieties. The study found that the first group suffered from many metabolic diseases and had low immunity, while the second group had few diseases and rarely suffered from viral infections.

Myth: IT IS ALL YOUR FAULT (Overeating and Lack of Exercise)
When we visit a doctor and our first lifestyle disease is diagnosed (generally high Blood Pressure, Blood Sugar, or Cholesterol), the doctors put the blame squarely on us saying “You are eating too much and not exercising enough" commonly referred to as "gluttony and sloth." The doctors don’t explain why we are doing so; it's not taught to them in medical colleges.
The reason is simple: we are eating the wrong foods. Ultraprocessed foods are designed for overconsumption by Ph.D.s in psychology. They circumvent our body’s satiation mechanism. 
I remember the night Al Gore lost US presidential election to Bush in November 2000, I was in Mumbai and bought a pint of Mumbai’s famous Natural’s custard apple ice cream. The election results were so close and interesting that I finished the whole pint of ice cream without even realizing it. I didn’t achieve the satiation point. My stomach was sick but mind wanted more. This is what is happening to most of us. We are not suicidal and we are not overeating by choice. The food is designed for over consumption. Somebody is profiting from it and got us captive. 
Dr. Robert Lustig of University of California, SanFrancisco has dedicated his life to research on this subject on obese children. He has found that when insulin levels are high (from overeating refined carbs), our body conserves energy and is less inclined to engage in physical activity. All these obese kids wanted to do was eat chips, cookies, ice cream and drink Cola and watch TV. They had no interest in playing outdoors. When their food was changed and insulin level reduced by medication, they started going out to play. We must understand that it is not our fault and it is definitely not a character flaw like gluttony and sloth in us as we are told. It is also the same ultra-processed foods (caloric dense nutrient poor) that make us deficient in nutrients. So as you can see the problem is not us the problem is the food. 

Myth: THE SOIL IS DEPLETED SO YOU NEED SUPPLEMENTS
The food supplements industry is $164 billion in the U.S. alone. There is some validity to the argument that due to damming of rivers and single crop farming, the soil has become depleted of many trace minerals. Plants produced today may not be as rich in nutrients as a century ago, but instead of taking supplements, increasing our consumption of fresh fruits and vegetables can overcome these deficiencies.
As it is, our consumption of fresh produce has become a fraction of just two generations ago. So by simply increasing our consumption of fresh fruits and vegetables all deficiencies can be overcome. There is no need for supplements. The only exception is Vitamin B12 which our body made in the presence of a certain bacteria found in soil and ground water. As municipal supplies of water is chlorinated we do not get that bacteria. 
One must also understand that supplements can only be made of nutrients we know about but how about the nutrients that are not-yet-known (NYKnowns). They are missing from the supplements and therefore supplements often cause imbalances. 
One classic example of this is a study that showed that cardiac patients who were given Beta Carotene supplements died earlier compared to the control group. This was because, (as we now know) there are 750 different carotenoids of which human body needs 50. By supplementing only Beta Carotene (known nutrient) body developed deficiency in other 49 carotenoids (NYKnowns at the time). 
In conclusion, eating a diverse variety of plant foods, avoiding processed refined foods, and supplements, and listening to your body's signals are key to achieving a proper nutrient balance.
‎[12/1/25, 7:38:03 PM] ~ Meenakshi Nigam: ‎<attached: 00000359-PHOTO-2025-12-01-19-38-03.jpg>
[12/1/25, 8:23:47 PM] ~ Mangai: ‎~ Mangai joined using a group link.
[12/1/25, 9:46:31 PM] ‪+1 (989) 400‑0050‬: ‎‪+1 (989) 400‑0050‬ joined using a group link.
[12/1/25, 10:03:09 PM] ‪+91 97418 94672‬: ‎~ PBW Foods added ‪+91 97418 94672‬
[12/1/25, 10:11:28 PM] ‪+91 97172 22116‬: ‎~ PBW Foods added ‪+91 97172 22116‬
[12/1/25, 11:18:25 PM] ‪+91 94143 12475‬: ‎~ PBW Foods added ‪+91 94143 12475‬
[12/2/25, 12:05:35 AM] ‪+1 (604) 345‑7699‬: ‎‪+1 (604) 345‑7699‬ joined using a group link.
[12/2/25, 12:05:55 AM] ‪+91 98729 90011‬: ‎‪+1 (604) 345‑7699‬ added ‪+91 98729 90011‬
[12/2/25, 12:31:52 AM] ~ Lokendra Singh: ‎~ Lokendra Singh joined using a group link.
[12/2/25, 2:01:08 AM] ‪+91 97694 73351‬: ‎‪+91 97694 73351‬ joined using a group link.
[12/2/25, 2:13:27 AM] ‪+91 83730 60105‬: ‎‪+91 83730 60105‬ joined using a group link.
[12/2/25, 2:51:15 AM] ~ Hari Gupta: ‎~ D.P. Gupta added ~ Hari Gupta
[12/2/25, 3:00:30 AM] ‪+91 94664 59414‬: ‎‪+91 94664 59414‬ joined using a group link.
[12/2/25, 3:40:44 AM] ‪+91 98677 76888‬: ‎~ Meenakshi Nigam added ‪+91 98677 76888‬
[12/2/25, 4:09:43 AM] ‪+1 (704) 322‑6222‬: ‎~ PBW Foods added ‪+1 (704) 322‑6222‬
[12/2/25, 5:16:24 AM] ‪+44 7308 927305‬: ‎‪+44 7308 927305‬ joined using a group link.
[12/2/25, 5:24:20 AM] ‪+91 98765 47169‬: ‎‪+91 98765 47169‬ joined using a group link.
[12/2/25, 5:26:09 AM] ‪+91 99001 04690‬: ‎‪+91 99001 04690‬ joined using a group link.
[12/2/25, 6:25:14 AM] ~ Richa: ‎~ Richa joined using a group link.
[12/2/25, 6:36:57 AM] ‪+91 98732 32028‬: ‎‪+91 98732 32028‬ joined using a group link.
[12/2/25, 7:46:17 AM] ~ Sachindesai948: ‎~ Sachindesai948 joined using a group link.
[12/2/25, 7:47:38 AM] ‪+91 96115 15707‬: ‎‪+91 96115 15707‬ joined using a group link.
[12/2/25, 8:36:57 AM] ‪+1 (669) 264‑7239‬: ‎‪+1 (669) 264‑7239‬ joined using a group link.
[12/2/25, 1:46:37 PM] ‪+91 6360 440 817‬: ‎‪+91 6360 440 817‬ joined using a group link.
[12/2/25, 3:27:03 PM] ‪+1 (408) 391‑3471‬: ‎‪+1 (408) 391‑3471‬ joined using a group link.
[12/2/25, 6:51:06 PM] ‪+1 (404) 426‑0278‬: ‎‪+1 (404) 426‑0278‬ joined using a group link.
[12/2/25, 7:22:04 PM] ~ Meenakshi Nigam: ‎~ Meenakshi Nigam changed this group’s settings to allow only admins to add others to this group.
[12/2/25, 7:26:20 PM] ~ Meenakshi Nigam: •Myth: BETTER SAFE THAN SORRY•

What does “better safe than sorry” mean to you? 
Most people believe it is safer to continue taking certain medications rather than risk slightly elevated blood pressure, blood sugar or cholesterol levels. But WHAT IF THE OPPOSITE IS TRUE.
In recent years, many senior doctors have realized that we've swung too far towards medicating lifestyle diseases. Studies from the past two decades suggest that excessive medication can often be more harmful than no medication at all. This phenomenon is known as the J-Curve. Progressive doctors have been vocal against overmedication for controlling blood pressure, sugar, and cholesterol. As a result, guidelines for medication thresholds have been revised. However, these changes haven't been widely disseminated, leading many doctors to follow outdated guidelines. 
Later in this blog, I'll present evidence supporting the revision of these guidelines towards more moderate medication thresholds. We'll also delve into the politics of the pharmaceutical, food, and healthcare industries, and examine the roles government and media play in our health.
Emerging evidence shows that previous approaches were flawed and potentially more harmful. Many doctors are now reevaluating their recommendations for treatment and testing. The increased specialization in medicine often leads to tunnel vision, neglecting the overall quality of life and mortality. Furthermore, our understanding of drug interactions is limited, and prescriptions from multiple specialists can lead to Adverse Drug Reactions (ADRs). I'll cover ADRs more in future blogs.

Human Body is Self Healing
"The human body is a remarkable self-healing mechanism, often smarter than we acknowledge. It adeptly copes with the diet and lifestyle it encounters. Elevated blood pressure, sugar, or cholesterol levels are often the body’s compensatory responses to various conditions.
However, the body struggles with synthetic medications. These substances are foreign and can disrupt the body's natural compensatory mechanisms. Moreover, they place a strain on the liver and kidneys, affecting them in ways not fully understood. 
To be safe, it's advisable to first address diet and lifestyle changes, allowing the body to naturally adjust these health markers. Of course, always seek medical advice and discuss your preferences with your doctor.

J -CURVE Concept
It's well-known that symptoms like high blood pressure or blood sugar are detrimental to health and, if uncontrolled, can lead to a shortened lifespan. Diseases typically follow a slanted S-curve, indicating that minor deviations from normal levels are less harmful and more manageable than more severe deviations. The impact on life expectancy isn't linear; a slight worsening of health markers is more concerning at advanced levels. For instance, a 10% increase in systolic blood pressure from 120 to 132 is concerning, but not alarmingly so. However, a 10% rise from 140 to 154 is significantly worrying. If it jumps 10% from 190 to 209, it becomes critical and demands immediate action.
We also know that all medications  have some negative side effects which may reduce our life expectancy. So clearly minimizing or eliminating medications should be a goal. Some BP patients are on a single pill which may not be as harmful, but some are on 6-7 different pills just for controlling BP. That situation is not at all desirable and if the person is also on diabetic or statin medications, it can harm in ways we do not fully understand. 


Given the considerations mentioned, many senior doctors are now questioning the wisdom of stringently controlling health markers with aggressive medication. Recent studies have been conducted to assess the impact of such medications and disease markers on overall life expectancy. These studies indicate that optimal results are often achieved with a moderate approach.

ACCORD Study
The Action to Control Cardiovascular Risk in Diabetes (ACCORD) study, initiated in September 1999 and sponsored by the National Heart, Lung, and Blood Institute, is a significant example. This study aimed to examine the effects of intensive glycemic control, blood pressure management, and multiple lipid management on major cardiovascular events (heart attack, stroke, or cardiovascular death) in patients with type 2 diabetes. The study, a landmark in its field, was supported by several collaborators:
- National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)
- National Institute on Aging (NIA)
- National Eye Institute (NEI)
- Centers for Disease Control and Prevention

The researchers initially hoped that tighter control of blood sugar and blood pressure would enhance life expectancy. However, within eight years, it became evident that such stringent controls were, in fact, increasing all-cause mortality rates among patients. Consequently, the duration of the study was curtailed, as it would have been unethical to continue exposing patients to such risks. The chart below presents the raw data from the ACCORD study, which the American College of Physicians (ACP) used to revise their diabetes guidelines in 2018. It is noteworthy that even they took a decade to update their guidelines.


The link to their announcement of March 6, 2018 is given below. 
https://www.acponline.org/acp-newsroom/acp-recommends-moderate-blood-sugar-control-targets-for-most-patients-with-type-2-diabetes

After the ACCORD study, many doctors called for a revision of the guidelines for blood pressure and blood sugar medications. In response, the Joint National Committee on Detection, Evaluation, and Treatment of High Blood Pressure (JNC-8) revised its blood pressure control guidelines in 2014 as shown below. 



The American College of Physicians updated their diabetes guidelines in March 2018. Both revisions faced objections from those whose income was most affected. In US, the Food & Drug Administration (FDA) was pressured to disband the JNC, which had served for over four decades and transfer authority to the American Heart Association (AHA) and the American College of Cardiology (ACC).
The American College of Physicians (ACP) 2018 diabetes guideline revision alarmed the American Association of Clinical Endocrinologists (AACE) so much so that they reinstated their own, more restrictive guidelines within seven days. I will discuss these issues in more detail in the coming months under the topic of the Politics of Diet & Health. For now, my aim is to inform you about the J-Curve and why it occurs. Many of you may not be aware of these recent revisions and could be overmedicating. I recommend discussing this with your healthcare providers as soon as possible.
[12/2/25, 7:26:21 PM] ~ Meenakshi Nigam: ☝
Please pay attention to the above chart. It is the data behind the ACP guidelines. The research had shown as far back as 2009 that aggressive treatment of diabetes by conventional methods leads to higher all cause mortality.
The lowest all cause mortality is for A-1C in the range of 7.5 to 8.2.
‎[12/2/25, 7:26:21 PM] ~ Meenakshi Nigam: ‎<attached: 00000388-PHOTO-2025-12-02-19-26-21.jpg>
‎[12/2/25, 7:26:22 PM] ~ Meenakshi Nigam: ‎<attached: 00000389-PHOTO-2025-12-02-19-26-22.jpg>
[12/3/25, 3:39:22 AM] ‪+91 98103 15771‬: ‎~ Santosh Mishra added ‪+91 98103 15771‬
[12/3/25, 3:39:54 AM] ‪+91 98714 77000‬: ‎~ Santosh Mishra added ‪+91 98714 77000‬
[12/3/25, 9:31:37 AM] ‪+1 (310) 292‑9092‬: ‎‪+1 (310) 292‑9092‬ joined using a group link.
[12/3/25, 11:51:34 AM] ‪+234 803 695 4166‬: ‎‪+234 803 695 4166‬ joined using a group link.
[12/3/25, 5:16:47 PM] ‪+91 6265 496 192‬: ‎‪+91 6265 496 192‬ joined using a group link.
[12/3/25, 7:12:24 PM] ~ Meenakshi Nigam: ••• PROTEIN MYTH •••

There are many myths related to protein in our society propagated, knowingly or unknowingly, by many in the food and healthcare industries. These myths include the belief that 
* The human body needs a lot of protein
* Protein is hard to find in food  
* Plant protein is somehow inferior to animal protein and doesn’t contain all amino acids. 

Even the United State's Food & Drug Administration (FDA), in its MyPlate guidelines, suggests the need for special foods to consume protein, as implied in their recommendations below.

The problem with this MyPlate recommendation is that fruits, vegetables, grains, and dairy all contain protein, creating a misconception that special foods are necessary. The past head of nutrition at the Harvard School of Public Health criticized these guidelines as "utterly ridiculous." 

Here are some facts pointing to the opposite conclusion:
- The human body needs very little protein, as evidenced by the low protein content in mother's milk, which fuels newborns who are at the fastest growth stage of their life. 
-All proteins are made up of 20 amino acids in a chain configuration. Our body is able to make 11 but the remaining nine amino acids have to be consumed. For that reason they are called essential. It has been a long held myth that some of these nine are absent from some plant foods. For example it was believed that rice does not have lysine and beans do not have methionine. It is for this reason it was recommended that grains and beans should be combined in a balanced diet. 
We now know that plant proteins contain all essential amino acids, but their distribution varies among food groups. Eating from all five food groups ensures no deficiency. However it is still a good idea to combine beans & legumes with grains as in daal-chawal (legume-rice) or Idli or Khichri. 
- Protein is abundantly found in plant foods. For example, as a percentage of total calories, rice has 7%, watermelon 8%, guava 14%, romaine lettuce 19%, and spinach 30%. Potatoes have a similar protein content to mother's milk at 5-6%.

History of Protein
Protein was discovered in 1839 by German scientist Gerardus Johannes Mulder and named for the Greek word Proteios, meaning "of prime importance." The US Government, in 1947, established the minimum protein requirement for humans at 5-6% of total calories, They were so concerned about protein deficiency (due to popular beliefs that physical labor and gym enthusiasts need more protein) that they wanted to include 98% of the population in their Recommended Dietary Allowance (RDA) and therefore recommended a high figure of 8-10 percent of total calories requirement which amounted to 0.8 gram per kilogram of body weight. This amounts to 48 grams (240 calories) for a person weighing 60 kilograms or 10% (assuming 2,400 total calories a day). We did not know until 1899 that plant foods also have protein. For a long time plant protein was considered inferior to animal protein because it was believed to lack all essential amino acids which is incorrect. 

Human Proteome Project (2011-Now)
Most people know about a project called the “Human Genome Project” which was undertaken in 1990. Few are aware of “Human Proteome Project” that was undertaken a few years later to map all the proteins in human body. The science emerging from this ongoing project is called Proteomics. For reasons unknown to me, the findings of the Proteome project are not picked up by the mass media or social media much. I believe it may have something to do with its potential impact on the food industry especially meat, poultry and dairy. Here is what we now know about proteins in the human body: 
* Most humans need very little protein, only about 8% of their total calories. 
* An average adult body produces around 250 grams of new proteins daily and breaks down a similar amount due to wear and tear.
* The body efficiently recycles spent proteins into amino acids for new protein synthesis, but certain proteins like nails, hair, and dead skin cannot be recycled, resulting in a 15% shortfall from the daily requirement for individuals burning 2,400 calories, equivalent to 36 grams.
* The US Government's conservative recommendation of 0.8 grams of protein per kilogram of body weight covers 98% of the population, potentially leading to overconsumption by 97% of the population, statistically speaking. 
* Excessive protein, especially from animal sources, can be harmful to the liver and kidneys, shortening their healthy lifespan.
* Periodic protein absence as during fasting, promotes autophagy (the recycling of dead and damaged cells). Dr. Yoshinori Ohsumi received the 2016 Nobel Prize for his discoveries.
* Prolonged protein absence (9-10 days) can contribute to building immunity against major diseases like cancer as acknowledged by the 2018 Nobel Prize given to Dr. Tasuku Honjo. Practices like the Navratri fast among Hindus and Peryushan fast among Jains share this health objective. 
* Individuals who perform intense workouts or manual labor obtain extra protein through increased calorie consumption, eliminating the need for richer protein foods as the body efficiently recycles most excess spent protein generated during exercise.

Recommended Dietary Allowance (RDA) or Minimum
The food industry in its zeal to sell more animal food, distorted the minimum and recommended guidelines established by the US government and somehow the recommended amount was labeled as the minimum. Even leading universities, which are now mostly governed by Food and Drug Industries, are guilty of these distortions as you can see by performing a google search on “protein”. Until recently this search revealed that these distortions appear on prestigious web sites such as Healthline, WebMD and Harvard Health, which I quote below:
“The Recommended Dietary Allowance (RDA) for protein is a modest 0.8 grams of protein per kilogram of body weight. The RDA is the amount of a nutrient you need to meet your basic nutritional requirements. In a sense, it’s the minimum amount you need to keep from getting sick — not the specific amount you are supposed to eat every day.”

The above statement was a total lie. The site has now been revised and shows a lower recommendation of 0.8 gram per kilogram only. It may surprise you to note that there is not a single recorded case of protein deficiency in the civilized world.  Ninety seven percent of all Americans eat too much protein while at the same time 97% of all American diets are deficient in dietary fiber. Fiber is not found in any animal food or ultra-processed food. The nutrient of concern therefore should be fiber and not protein. Sadly press coverages on dangers of excessive protein consumption do not exist and the topic is conveniently ignored by mass media. This is in spite of doctors such as Dr. Colin Campbell (Cornel University), Dr Christopher Gardner (Stanford University) and Dr.Janice Stanger (UCLA) speaking about it at major conferences and in various documentaries and YouTube videos. 

Why is Animal Protein Harmful?
All animal protein comes with the IGF-1 hormone. This hormone helps animals grow rapidly. For example a 50 pound newborn calf becomes a 500 pound bull in 6 months. The IGF-1 hormone is very harmful in humans as it promotes growth of cancer cells which are already present in the body fluids of most people living in the civilized world. 
To make my point I like to give an example of a popular fertilizer in the United States called “Miracle Grow”. This fertilizer makes lawn grow very lush and green. However the lawn does not grow any taller. The thickness of the lawn depends upon the variety of the grass. It would only rise few inches above the soil. But if there are any weeds in the lawn, miracle grow makes them grow very tall very fast. This is because the weeds do not have auto truncating mechanism in their genes. Similarly human body has a built in truncating mechanism dictated by our genes. Our ring finger cannot become longer than the middle finger. When we consume IGF-1 hormone, it expedites the growth but our body cannot grow disproportionately. However any cancer cells, that are present in our body, do grow rapidly in the presence of IGF-1 hormone. This is why cancer growth gets promoted upon consumption of the IGF-1 hormone that accompanies animal protein. 
A study by Padambhushan Dr. Gopalan and Madhavan at the National Institute of Nutrition, Hyderabad in 1967 had demonstrated that, in the presence of carcinogens and sufficient food, animal protein can cause cancer cells to grow (we will discuss this more when we discuss the dairy myth). 
Studies also show associations between animal protein consumption and increased renal cancer cases, elevated LDL cholesterol and higher blood sugar levels.

Why is Excess Protein Harmful?
Of the three macronutrients that provide energy to sustain life, only protein has nitrogen. The others, carbohydrates and fat, are made up of only carbon, hydrogen and oxygen. Our body has subcutaneous fat cells that can store an almost unlimited amount of fat; it can also store up to 2,000 calories of sugar but it has no provision to store protein. 
When we eat more protein than needed, which most of us in the civilized world do, our body faces a problem: What do we do with that extra protein? The liver, which is the chemical factory in our body, removes the nitrogen from the protein and makes fat and ammonia (NH3). Ammonia is toxic, so the body combines it with water and converts it to uric acid.
The kidneys then filter it out as urine. This taxes two of our critical organs: the kidney and liver. This is a leading cause for kidney and liver failures at later stages in life in the civilized world. Additionally, when there is excess uric acid it crystallizes and the body tries to move it as far away as possible and deposits it into the big toe as uric acid crystals. This condition is called gout. Many French paintings from the Renaissance period show over weight royalties suffering from this disease. 
As a society our protein consumption (from meat, eggs and dairy) has increased multi fold in the past seven decades after World War 2. This has led to the growth of many lifestyle diseases like Hypertension, Diabetes, Heart diseases, Strokes, Dementia, Kidney and Liver diseases.

Anti-Aging Benefits of Protein Restriction
Recent research in the anti-aging field suggests that of all the major factors helping with anti-aging, restrictions on protein consumption is the most important. It helps in many ways including 
1. Improves immunity
2. Decreases Oxidative stress
3. Decreases Inflammation
4. Decreases Insulin Resistance
5. Decreases cancer promoting growth hormones
The latest book by Dr. Greger “How Not To Age” deals with this subject in detail and I highly recommend it. 

Benefits of Occasional Protein Deficiency
The two Nobel prizes on fasting in 2016 and 2018 have demonstrated that absences of protein during fasting is very beneficial for human health. It leads to autophagy, whereby the body recycles its dead and damaged cells to get amino acids and make new cells. The net effect is that the body’s average cell age reduces. It is for this reason I recommend that one should keep Ekadashi and Navratri fasts. We will cover this subject in detail when we discuss the second pillar of health: Detoxification. 

Personal Case History
The Protein myth has been so prevalent in our society that I am reminded of the 1950’s when my grandfather insisted that I drink a glass of milk every morning with an egg yolk (not to mention the sugar which was always added to milk in India in those days). While I hated drinking it, I had no choice in the matter. Little did my grandfather know that he was causing me harm. He had the best of intentions and, based on the prevalent wisdom at the time, he was doing the right thing. 

Protein for Muscles?
Another misconception about protein is that eating protein builds muscles. If it was so easy, every man would look like Arnold Schwarzenegger. Muscles develop when we exercise them. The famous gladiators of the Roman period 2,000 years ago, who had to fight for life every day, were all vegans. Please watch the documentary “The Game Changers”. This is also discussed in the documentary “Forks over Knives”. 

Conclusion
In conclusion, the emphasis on protein consumption, especially from animal sources, has led to widespread misconceptions and health issues in our society. It is crucial to reevaluate dietary guidelines and focus on a balanced and plant-based approach for overall well-being. 
Please read Dr. John McDougall’s article on the subject and 
watch the talk about no the dangers of excessive protein and animal protein in the following videos by Dr. Janice Stanger of UCLA and Dr. Christopher Gardner of Stanford University and Dr. Colin Campbell. 👇

Dr. Janice Stanger of UCLA: The Dangerous Truth About Protein
https://youtu.be/2R07FL1wVo4

Dr. Christopher Gardner of Stanford University: Everything You Thought You Knew About Protein Is Wrong
https://youtu.be/DMwf_9wqWY0

Dr. John McDougall
https://www.drmcdougall.com/2019/06/14/perception-problem-with-protein/

Debunking The Cult of Animal Protein - with T.Colin Campbell
https://youtu.be/cto8hAz8RrI?si=mEMBT8tFS2vsSH1C

Animal Protein Turns On Cancer Genes: Dr. Colin Campbell
https://youtu.be/mguepudBoYA

Why Having Too Much Protein Can Be Incredibly Harmful
https://youtu.be/OABNRYfSZIw
———————————
              END OF POST 
———————————
[12/3/25, 7:12:25 PM] ~ Meenakshi Nigam: https://youtu.be/DMwf_9wqWY0
[12/3/25, 7:12:26 PM] ~ Meenakshi Nigam: https://youtu.be/cto8hAz8RrI
[12/3/25, 7:12:26 PM] ~ Meenakshi Nigam: https://www.drmcdougall.com/education/nutrition/protein-meat-poultry/
[12/3/25, 7:12:27 PM] ~ Meenakshi Nigam: https://youtu.be/mguepudBoYA
[12/3/25, 9:15:32 PM] ~ peace  : ‎peace   joined using a group link.
[12/4/25, 7:31:24 AM] ~ Dr Mahesh Shukla: ‎~ Dr Mahesh Shukla joined using a group link.
[12/4/25, 6:56:57 PM] ~ Meenakshi Nigam: •••   DAIRY MYTH   •••

A long-standing, prevalent belief champions dairy as the perfect food. While it may indeed be ideal for calves it is not the case for humans. The perfect food for humans is human milk, and that too only during infancy. Humans are unique in two respects: (1) they continue milk consumption beyond infancy and (2) they consume the milk of another species. The origins of this practice are murky but it may have begun thousands of years ago during a famine. In desperate times consumption of cow’s milk, which led to survival, may have sparked the widespread domestication of cows.

This topic presents a personal conflict for me. Numerous doctors in the Plant-Based Whole Food (PBWF) movement advise against dairy, supported by a plethora of studies. However Ayurveda, an ancient Indian wisdom, endorses it, albeit sparingly. Most PBWF recommendations align with Ayurveda except for dairy products like milk and ghee.

